gamedate,AwayTeam,AwaySP,HomeTeam,HomeSP,bet_type,AO.Odds,AO.SpreadTotal,HU.Odds,HU.SpreadTotal,AwayRunsProj,HomeRunsProj,AO_ImpliedOdds,HU_ImpliedOdds,AO_ProjOdds,HU_ProjOdds,AO.Odds_Diff,HU.Odds_Diff,Pick,Pick_Odds,Pick_SpreadTotal,Pick_WinProb,Pick_Edge,Fract_Odds,Kelly_Criteria,bet_type_full,KC_tier,bet,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,145,14.5,-190,14.5,4.901015991,4.692623224,0.408163265,0.655172414,0.064000112,0.935999801,-0.344163153,0.280827387,Under,-190,14.5,0.935999801,0.280827387,0.526315789,0.814399423,Alternate Total - Game - 14.5,0.8,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,115,13.5,-150,13.5,4.901015991,4.692623224,0.465116279,0.6,0.107741688,0.892258225,-0.357374591,0.292258225,Under,-150,13.5,0.892258225,0.292258225,0.666666667,0.730645563,Alternate Total - Game - 13.5,0.7,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt TT,-180,3.5,135,3.5,6.703208084,5.396537082,0.642857143,0.425531915,0.901382097,0.098610195,0.258524955,-0.32692172,Over,-180,3.5,0.901382097,0.258524955,0.555555556,0.723869873,Team Total - Cleveland Indians - 3.5,0.7,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,-240,7.5,175,7.5,6.703208084,5.396537082,0.705882353,0.363636364,0.914754967,0.085237049,0.208872614,-0.278399315,Over,-240,7.5,0.914754967,0.208872614,0.416666667,0.710166887,Alternate Total - Game - 7.5,0.7,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,135,14,-180,14,4.901015991,4.692623224,0.425531915,0.642857143,0.064000112,0.892258225,-0.361531803,0.249401082,Under,-180,14,0.892258225,0.249401082,0.555555556,0.69832303,Alternate Total - Game - 14,0.65,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,ML,-160,NA,140,NA,6.651556157,4.082034312,0.615384615,0.416666667,0.782437098,0.217556022,0.167052483,-0.199110645,Astros,-160,NA,0.782437098,0.167052483,0.625,0.434336455,Moneyline - Game,0.4,40,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt TT,135,7.5,-180,7.5,4.901015991,4.692623224,0.425531915,0.642857143,0.123239869,0.876760072,-0.302292046,0.233902929,Under,-180,7.5,0.876760072,0.233902929,0.555555556,0.654928203,Team Total - San Diego Padres - 7.5,0.65,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,-125,12.5,-105,12.5,4.901015991,4.692623224,0.555555556,0.512195122,0.17157378,0.828426133,-0.383981776,0.316231011,Under,-105,12.5,0.828426133,0.316231011,0.952380952,0.648273573,Alternate Total - Game - 12.5,0.6,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,-180,8.5,135,8.5,6.703208084,5.396537082,0.642857143,0.425531915,0.851391824,0.148600191,0.208534681,-0.276931724,Over,-180,8.5,0.851391824,0.208534681,0.555555556,0.583897108,Alternate Total - Game - 8.5,0.55,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,F5 Total,-105,4.5,-125,4.5,2.572273814,3.071820999,0.512195122,0.555555556,0.664489379,0.335510621,0.152294257,-0.220044934,Over,-105,4.5,0.664489379,0.152294257,0.952380952,0.312203227,Total - 5 Inning Line,0.3,30,10
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,Alt RL,-340,1.5,240,-1.5,6.651556157,4.082034312,0.772727273,0.294117647,0.8964596,0.10353352,0.123732327,-0.190584127,Astros,-340,1.5,0.8964596,0.123732327,0.294117647,0.544422239,Alternate Runline - Game - 1.5,0.5,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,-165,11.5,125,11.5,4.901015991,4.692623224,0.622641509,0.444444444,0.258070382,0.741929531,-0.364571127,0.297485086,Under,125,11.5,0.741929531,0.297485086,1.25,0.535473155,Alternate Total - Game - 11.5,0.5,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,-215,8,160,8,6.703208084,5.396537082,0.682539683,0.384615385,0.851391824,0.085237049,0.168852142,-0.299378336,Over,-215,8,0.851391824,0.168852142,0.465116279,0.531884246,Alternate Total - Game - 8,0.5,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,F5RL,-120,-0.5,-110,0.5,2.572273814,3.071820999,0.545454545,0.523809524,0.334195208,0.665804792,-0.211259337,0.141995268,Marlins,-110,0.5,0.665804792,0.141995268,0.909090909,0.298190063,Runline - 5 Inning Line,0.25,25,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,F5ML,-165,NA,125,NA,2.572273814,3.071820999,0.622641509,0.444444444,0.418542247,0.581457753,-0.204099262,0.137013308,Marlins,125,NA,0.581457753,0.137013308,1.25,0.246623955,Moneyline - 5 Inning Line,0.2,20,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,-145,12,110,12,4.901015991,4.692623224,0.591836735,0.476190476,0.17157378,0.741929531,-0.420262955,0.265739055,Under,110,12,0.741929531,0.265739055,1.1,0.507320013,Alternate Total - Game - 12,0.5,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,TT,-145,4,110,4,6.703208084,5.396537082,0.591836735,0.476190476,0.79816461,0.098610195,0.206327876,-0.377580281,Over,-145,4,0.79816461,0.206327876,0.689655172,0.505503295,Team Total - Cleveland Indians - 4,0.5,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt TT,-230,2.5,170,2.5,4.713588555,4.778646837,0.696969697,0.37037037,0.849059306,0.150940663,0.152089609,-0.219429707,Over,-230,2.5,0.849059306,0.152089609,0.434782609,0.501895711,Team Total - Chicago Cubs - 2.5,0.5,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt TT,120,6.5,-160,6.5,4.901015991,4.692623224,0.454545455,0.615384615,0.194391444,0.805608527,-0.26015401,0.190223912,Under,-160,6.5,0.805608527,0.190223912,0.625,0.49458217,Team Total - Colorado Rockies - 6.5,0.45,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,Alt F5 Total,-190,3.5,145,3.5,2.572273814,3.071820999,0.655172414,0.408163265,0.814101482,0.185898518,0.158929068,-0.222264747,Over,-190,3.5,0.814101482,0.158929068,0.526315789,0.460894298,Alternate Total - 5 Inning Line - 3.5,0.45,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,Alt Total,-260,6.5,190,6.5,5.341808907,4.333679384,0.722222222,0.344827586,0.848032809,0.151966947,0.125810587,-0.192860639,Over,-260,6.5,0.848032809,0.125810587,0.384615385,0.452918114,Alternate Total - Game - 6.5,0.45,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt TT,115,7,-150,7,4.901015991,4.692623224,0.465116279,0.6,0.123239869,0.776509214,-0.34187641,0.176509214,Under,-150,7,0.776509214,0.176509214,0.666666667,0.441273035,Team Total - San Diego Padres - 7,0.4,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,Total,-105,8.5,-115,8.5,5.341808907,4.333679384,0.512195122,0.534883721,0.629483235,0.370516521,0.117288114,-0.1643672,Over,-105,8.5,0.629483235,0.117288114,0.952380952,0.240440633,Total - Game,0.2,20,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,TT,-125,3.5,-105,3.5,4.713588555,4.778646837,0.555555556,0.512195122,0.692449749,0.30755022,0.136894193,-0.204644902,Over,-125,3.5,0.692449749,0.136894193,0.8,0.308011935,Team Total - Chicago Cubs - 3.5,0.3,30,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,-145,9,110,9,6.703208084,5.396537082,0.591836735,0.476190476,0.766205393,0.148600191,0.174368659,-0.327590285,Over,-145,9,0.766205393,0.174368659,0.689655172,0.427203214,Alternate Total - Game - 9,0.4,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt TT,145,5.5,-190,5.5,6.703208084,5.396537082,0.408163265,0.655172414,0.659786952,0.340205341,0.251623686,-0.314967073,Over,145,5.5,0.659786952,0.251623686,1.45,0.425157263,Team Total - Cleveland Indians - 5.5,0.4,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,-240,10.5,175,10.5,4.901015991,4.692623224,0.705882353,0.363636364,0.366262821,0.633737092,-0.339619532,0.270100728,Under,175,10.5,0.633737092,0.270100728,1.75,0.424444001,Alternate Total - Game - 10.5,0.4,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,Alt TT,-180,4.5,135,4.5,6.651556157,4.082034312,0.642857143,0.425531915,0.792778361,0.207214762,0.149921218,-0.218317153,Over,-180,4.5,0.792778361,0.149921218,0.555555556,0.41977941,Team Total - Houston Astros - 4.5,0.4,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt TT,-165,2.5,125,2.5,4.078348179,4.90764518,0.622641509,0.444444444,0.773153305,0.226846693,0.150511795,-0.217597752,Over,-165,2.5,0.773153305,0.150511795,0.606060606,0.398856257,Team Total - Baltimore Orioles - 2.5,0.35,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt Total,-210,11,155,11,4.901015991,4.692623224,0.677419355,0.392156863,0.258070382,0.633737092,-0.419348973,0.241580229,Under,155,11,0.633737092,0.241580229,1.55,0.397438441,Alternate Total - Game - 11,0.35,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt RL,240,-1.5,-340,1.5,3.401001357,5.00668311,0.294117647,0.772727273,0.138086551,0.861913366,-0.156031096,0.089186094,Giants,-340,1.5,0.861913366,0.089186094,0.294117647,0.392418812,Alternate Runline - Game - 1.5,0.35,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,Alt TT,-215,2.5,160,2.5,5.341808907,4.333679384,0.682539683,0.384615385,0.806832177,0.193167815,0.124292494,-0.191447569,Over,-215,2.5,0.806832177,0.124292494,0.465116279,0.391521358,Team Total - Miami Marlins - 2.5,0.35,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,120,10.5,-160,10.5,6.703208084,5.396537082,0.454545455,0.615384615,0.663131983,0.336860032,0.208586528,-0.278524583,Over,120,10.5,0.663131983,0.208586528,1.2,0.382408635,Alternate Total - Game - 10.5,0.35,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,TT,120,5,-160,5,6.703208084,5.396537082,0.454545455,0.615384615,0.659786952,0.201827682,0.205241497,-0.413556933,Over,120,5,0.659786952,0.205241497,1.2,0.376276078,Team Total - Cleveland Indians - 5,0.35,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,Alt TT,-185,3.5,140,3.5,5.341808907,4.333679384,0.649122807,0.416666667,0.779721614,0.22027815,0.130598807,-0.196388516,Over,-185,3.5,0.779721614,0.130598807,0.540540541,0.3722066,Team Total - Atlanta Braves - 3.5,0.35,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,Alt Total,-290,7.5,210,7.5,6.651556157,4.082034312,0.743589744,0.322580645,0.838749523,0.161243598,0.095159779,-0.161337048,Over,-290,7.5,0.838749523,0.095159779,0.344827586,0.371123138,Alternate Total - Game - 7.5,0.35,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt TT,-160,2.5,120,2.5,3.953246688,4.89100788,0.615384615,0.454545455,0.754965779,0.245034219,0.139581164,-0.209511235,Over,-160,2.5,0.754965779,0.139581164,0.625,0.362911026,Team Total - Los Angeles Angels - 2.5,0.35,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt TT,155,6.5,-210,6.5,4.713588555,4.778646837,0.392156863,0.677419355,0.206218257,0.793781704,-0.185938606,0.116362349,Under,-210,6.5,0.793781704,0.116362349,0.476190476,0.360723283,Team Total - Cincinnati Reds - 6.5,0.35,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,TT,-110,4.5,-120,4.5,6.703208084,5.396537082,0.523809524,0.545454545,0.79816461,0.201827682,0.274355087,-0.343626863,Over,-110,4.5,0.79816461,0.274355087,0.909090909,0.576145682,Team Total - Cleveland Indians - 4.5,0.55,55,15
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,RL,-105,1.5,-115,-1.5,4.713588555,4.778646837,0.512195122,0.534883721,0.682341087,0.317658844,0.170145965,-0.217224877,Cubs,-105,1.5,0.682341087,0.170145965,0.952380952,0.348799227,Runline - Game,0.3,,
8/16/2021,Braves,Touki Toussaint,Marlins,Braxton Garrett,Alt Total,-160,7.5,120,7.5,5.341808907,4.333679384,0.615384615,0.454545455,0.749116357,0.2508834,0.133731742,-0.203662055,Over,-160,7.5,0.749116357,0.133731742,0.625,0.347702529,Alternate Total - Game - 7.5,0.3,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,105,10,-135,10,6.703208084,5.396537082,0.487804878,0.574468085,0.663131983,0.233786622,0.175327105,-0.340681463,Over,105,10,0.663131983,0.175327105,1.05,0.3423053,Alternate Total - Game - 10,0.3,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,TT,-165,5.5,125,5.5,4.901015991,4.692623224,0.622641509,0.444444444,0.366676551,0.633323391,-0.255964959,0.188878947,Under,125,5.5,0.633323391,0.188878947,1.25,0.339982104,Team Total - San Diego Padres - 5.5,0.3,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt TT,-215,3.5,160,3.5,6.703208084,5.396537082,0.682539683,0.384615385,0.786297918,0.213701805,0.103758235,-0.17091358,Over,-215,3.5,0.786297918,0.103758235,0.465116279,0.326838441,Team Total - Minnesota Twins - 3.5,0.3,,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Alt Total,-300,6.5,220,6.5,4.982657916,4.453803964,0.75,0.3125,0.830137977,0.169861935,0.080137977,-0.142638065,Over,-300,6.5,0.830137977,0.080137977,0.333333333,0.320551907,Alternate Total - Game - 6.5,0.3,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt TT,-165,2.5,125,2.5,3.861692993,4.90764518,0.622641509,0.444444444,0.740922749,0.25907725,0.11828124,-0.185367195,Over,-165,2.5,0.740922749,0.11828124,0.606060606,0.313445286,Team Total - Baltimore Orioles - 2.5,0.3,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Total,-110,9.5,-110,9.5,6.703208084,5.396537082,0.523809524,0.523809524,0.766205393,0.233786622,0.24239587,-0.290022902,Over,-110,9.5,0.766205393,0.24239587,0.909090909,0.509031326,Total - Game,0.5,50,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,RL,-170,1.5,150,-1.5,6.703208084,5.396537082,0.62962963,0.4,0.792375008,0.207617007,0.162745378,-0.192382993,Indians,-170,1.5,0.792375008,0.162745378,0.588235294,0.439412522,Runline - Game,0.4,40,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,ML,105,NA,-125,NA,6.703208084,5.396537082,0.487804878,0.555555556,0.645130766,0.35486125,0.157325888,-0.200694306,Indians,105,NA,0.645130766,0.157325888,1.05,0.307160066,Moneyline - Game,0.3,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt TT,155,6.5,-210,6.5,4.078348179,4.90764518,0.392156863,0.677419355,0.224440636,0.775559304,-0.167716227,0.098139949,Under,-210,6.5,0.775559304,0.098139949,0.476190476,0.304233842,Team Total - Tampa Bay Rays - 6.5,0.3,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt TT,155,6.5,-210,6.5,3.861692993,4.90764518,0.392156863,0.677419355,0.224440636,0.775559304,-0.167716227,0.098139949,Under,-210,6.5,0.775559304,0.098139949,0.476190476,0.304233842,Team Total - Tampa Bay Rays - 6.5,0.3,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Total,-125,12.5,105,12.5,4.901015991,4.692623224,0.555555556,0.487804878,0.17157378,0.828426133,-0.383981776,0.340621255,Under,105,12.5,0.828426133,0.340621255,1.05,0.66502245,Total - Game,0.65,65,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Alt TT,-165,3.5,125,3.5,4.982657916,4.453803964,0.622641509,0.444444444,0.732531184,0.267468739,0.109889674,-0.176975705,Over,-165,3.5,0.732531184,0.109889674,0.606060606,0.291207637,Team Total - Oakland Athletics - 3.5,0.25,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt F5 Total,135,5.5,-180,5.5,1.551812181,2.693044222,0.425531915,0.642857143,0.254213562,0.745786438,-0.171318353,0.102929295,Under,-180,5.5,0.745786438,0.102929295,0.555555556,0.288202027,Alternate Total - 5 Inning Line - 5.5,0.25,,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,170,11.5,-230,11.5,6.703208084,5.396537082,0.37037037,0.696969697,0.549753619,0.450238396,0.179383249,-0.246731301,Over,170,11.5,0.549753619,0.179383249,1.7,0.284902807,Alternate Total - Game - 11.5,0.25,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,TT,-135,6,105,6,4.901015991,4.692623224,0.574468085,0.487804878,0.223490727,0.633323391,-0.350977358,0.145518513,Under,105,6,0.633323391,0.145518513,1.05,0.284107573,Team Total - San Diego Padres - 6,0.25,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,TT,-110,5.5,-120,5.5,6.651556157,4.082034312,0.523809524,0.545454545,0.65259356,0.347399563,0.128784036,-0.198054982,Over,-110,5.5,0.65259356,0.128784036,0.909090909,0.270446476,Team Total - Houston Astros - 5.5,0.25,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,TT,-105,6,-125,6,4.901015991,4.692623224,0.512195122,0.555555556,0.194391444,0.669720483,-0.317803677,0.114164928,Under,-125,6,0.669720483,0.114164928,0.8,0.256871088,Team Total - Colorado Rockies - 6,0.25,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,RL,120,1.5,-140,-1.5,4.078348179,4.90764518,0.454545455,0.583333333,0.592233142,0.407766796,0.137687687,-0.175566538,Orioles,120,1.5,0.592233142,0.137687687,1.2,0.252427427,Runline - Game,0.25,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,Alt TT,170,5.5,-230,5.5,6.651556157,4.082034312,0.37037037,0.696969697,0.227818898,0.772181099,-0.142551472,0.075211402,Under,-230,5.5,0.772181099,0.075211402,0.434782609,0.248197627,Team Total - Kansas City Royals - 5.5,0.2,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,TT,-110,6.5,-120,6.5,4.901015991,4.692623224,0.523809524,0.545454545,0.223490727,0.776509214,-0.300318796,0.231054669,Under,-120,6.5,0.776509214,0.231054669,0.833333333,0.508320271,Team Total - San Diego Padres - 6.5,0.5,50,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,TT,-135,5.5,105,5.5,4.901015991,4.692623224,0.574468085,0.487804878,0.330279488,0.669720483,-0.244188597,0.181915605,Under,105,5.5,0.669720483,0.181915605,1.05,0.355168563,Team Total - Colorado Rockies - 5.5,0.35,35,
8/16/2021,Indians,Cal Quantrill,Twins,Griffin Jax,Alt Total,145,11,-190,11,6.703208084,5.396537082,0.408163265,0.655172414,0.549753619,0.336860032,0.141590354,-0.318312381,Over,145,11,0.549753619,0.141590354,1.45,0.239238874,Alternate Total - Game - 11,0.2,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,RL,-105,-1.5,-115,1.5,6.651556157,4.082034312,0.512195122,0.534883721,0.62547027,0.37452285,0.113275148,-0.160360871,Astros,-105,-1.5,0.62547027,0.113275148,0.952380952,0.232214054,Runline - Game,0.2,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,Alt F5 Total,-180,4.5,135,4.5,3.093808857,2.985957689,0.642857143,0.425531915,0.725478541,0.274521459,0.082621399,-0.151010456,Over,-180,4.5,0.725478541,0.082621399,0.555555556,0.231339916,Alternate Total - 5 Inning Line - 4.5,0.2,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt Total,175,10.5,-240,10.5,3.401001357,5.00668311,0.363636364,0.705882353,0.226531929,0.773467988,-0.137104435,0.067585635,Under,-240,10.5,0.773467988,0.067585635,0.416666667,0.22979116,Alternate Total - Game - 10.5,0.2,,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Alt Total,-180,7.5,135,7.5,4.982657916,4.453803964,0.642857143,0.425531915,0.72469189,0.275308022,0.081834747,-0.150223893,Over,-180,7.5,0.72469189,0.081834747,0.555555556,0.229137291,Alternate Total - Game - 7.5,0.2,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,RL,110,-1.5,-130,1.5,4.901015991,4.692623224,0.476190476,0.565217391,0.335284006,0.664715906,-0.14090647,0.099498515,Rockies,-130,1.5,0.664715906,0.099498515,0.769230769,0.228846585,Runline - Game,0.2,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,RL,120,1.5,-140,-1.5,3.953246688,4.89100788,0.454545455,0.583333333,0.578841669,0.421158273,0.124296215,-0.162175061,Angels,120,1.5,0.578841669,0.124296215,1.2,0.227876393,Runline - Game,0.2,,
8/16/2021,Padres,Ryan Weathers,Rockies,Antonio Senzatela,Alt F5 Total,160,8.5,-215,8.5,3.228158615,3.57643264,0.384615385,0.682539683,0.245810422,0.754189578,-0.138804963,0.071649895,Under,-215,8.5,0.754189578,0.071649895,0.465116279,0.22569717,Alternate Total - 5 Inning Line - 8.5,0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt Total,-275,6.5,200,6.5,4.078348179,4.90764518,0.733333333,0.333333333,0.791940248,0.208059689,0.058606915,-0.125273644,Over,-275,6.5,0.791940248,0.058606915,0.363636364,0.219775931,Alternate Total - Game - 6.5,0.2,,
